OBJECTID,NAME,CITY,STATE,POPULATION,COUNTY,BEDS
5602,GUTHRIE COUNTY HOSPITAL,GUTHRIE CENTER,IA,25,GUTHRIE,25
5616,HUMBOLDT COUNTY MEMORIAL HOSPITAL,HUMBOLDT,IA,49,HUMBOLDT,49
5636,ELLSWORTH MUNICIPAL HOSPITAL,IOWA FALLS,IA,23,HARDIN,23
5647,COMMUNITY MEMORIAL HOSPITAL,SUMNER,IA,25,BREMER,25
5648,MERCY MEDICAL CENTER,CEDAR RAPIDS,IA,454,LINN,454
5651,MERCY HOSPITAL,IOWA CITY,IA,234,JOHNSON,234
5652,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,1103,JOHNSON,1103
5653,ANAMOSA COMMUNITY HOSPITAL,ANAMOSA,IA,38,JONES,38
5656,PALMER LUTHERAN HEALTH CENTER,WEST UNION,IA,25,FAYETTE,25
5657,MERCY HOSPITAL OF FRANCISCAN SISTERS,OELWEIN,IA,25,FAYETTE,25
5660,VIRGINIA GAY HOSPITAL,VINTON,IA,25,BENTON,25
5661,SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,101,BLACK HAWK,101
5663,MITCHELL COUNTY MEMORIAL HOSPITAL,OSAGE,IA,25,MITCHELL,25
5664,MONROE COUNTY HOSPITAL,ALBIA,IA,25,MONROE,25
5665,MERCY MEDICAL CENTER-CENTERVILLE,CENTERVILLE,IA,45,APPANOOSE,45
5666,UNITYPOINT HEALTH MARSHALLTOWN,MARSHALLTOWN,IA,125,MARSHALL,125
5684,MADISON COUNTY HEALTHCARE SYSTEM,WINTERSET,IA,25,MADISON,25
6494,MERCY REHABILITATION SERVICES,CLINTON,IA,0,CLINTON,0
6872,RINGGOLD COUNTY HOSPITAL,MOUNT AYR,IA,16,RINGGOLD,16
6891,VAN DIEST MEDICAL CENTER,WEBSTER CITY,IA,25,HAMILTON,25
696,ST. LUKE'S REHABILITATION,BOISE,ID,0,ADA,0
697,ST. LUKE'S WOOD RIVER MEDICAL CENTER,KETCHUM,ID,25,BLAINE,25
777,GROVE CREEK MEDICAL CENTER,BLACKFOOT,ID,8,BINGHAM,8
778,MOUNTAIN VIEW HOSPITAL,IDAHO FALLS,ID,43,BONNEVILLE,43
779,PORTNEUF MEDICAL CENTER,POCATELLO,ID,205,BANNOCK,205
1302,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,384,ADA,384
1303,KOOTENAI MEDICAL CENTER,COEUR D'ALENE,ID,292,KOOTENAI,292
1306,ST. JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,145,NEZ PERCE,145
1498,VIBRA HOSPITAL OF BOISE,MERIDIAN,ID,60,ADA,60
1499,NELL J. REDFIELD MEMORIAL HOSPITAL,MALAD CITY,ID,11,ONEIDA,11
1537,SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,EAGLE,ID,0,ADA,0
1657,BEAR LAKE MEMORIAL HOSPITAL,MONTPELIER,ID,21,BEAR LAKE,21
1658,NORTHWEST SPECIALTY HOSPITAL,POST FALLS,ID,34,KOOTENAI,34
1660,TREASURE VALLEY HOSPITAL,BOISE,ID,10,ADA,10
1781,CARIBOU MEMORIAL HOSPITAL AND LIVING CENTER,SODA SPRINGS,ID,25,CARIBOU,25
1782,ST. LUKE'S ELMORE,MOUNTAIN HOME,ID,25,ELMORE,25
2125,TETON VALLEY HEALTH CARE,DRIGGS,ID,13,TETON,13
2126,INTERMOUNTAIN HOSPITAL,BOISE,ID,155,ADA,155
2128,NORTH CANYON MEDICAL CENTER,GOODING,ID,18,GOODING,18
2129,VALOR HEALTH,EMMETT,ID,16,GEM,16
2130,FRANKLIN COUNTY MEDICAL CENTER,PRESTON,ID,20,FRANKLIN,20
2429,EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,289,BONNEVILLE,289
2752,SOUTHWEST IDAHO ADVANCED CARE HOSPITAL,BOISE,ID,40,ADA,40
2754,POWER COUNTY HOSPITAL DISTRICT,AMERICAN FALLS,ID,10,POWER,10
2758,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,NAMPA,ID,152,CANYON,152
2759,WEST VALLEY MEDICAL CENTER,CALDWELL,ID,150,CANYON,150
2766,MADISON MEMORIAL HOSPITAL,REXBURG,ID,69,MADISON,69
2836,ST. MARY'S HOSPITAL AND CLINICS,COTTONWOOD,ID,25,IDAHO,25
2838,WEISER MEMORIAL HOSPITAL,WEISER,ID,25,WASHINGTON,25
3522,ST. LUKE'S MAGIC VALLEY MEDICAL CENTER,TWIN FALLS,ID,224,TWIN FALLS,224
3548,SAWTOOTH BEHAVIORAL HEALTH,TWIN FALLS,ID,29,TWIN FALLS,29
3879,BINGHAM MEMORIAL HOSPITAL,BLACKFOOT,ID,25,BINGHAM,25
3880,NORTHERN IDAHO ADVANCED CARE HOSPITAL,POST FALLS,ID,40,KOOTENAI,40
3881,REHABILITATION HOSPITAL OF THE NORTHWEST,POST FALLS,ID,30,KOOTENAI,30
4731,BOUNDARY COMMUNITY HOSPITAL,BONNERS FERRY,ID,20,BOUNDARY,20
5347,LOST RIVERS MEDICAL CENTER,ARCO,ID,14,BUTTE,14
5353,CASSIA REGIONAL MEDICAL CENTER,BURLEY,ID,25,CASSIA,25
5940,MINIDOKA MEMORIAL HOSPITAL,RUPERT,ID,25,MINIDOKA,25
5942,BOISE VA MEDICAL CENTER,BOISE,ID,85,ADA,85
5944,ST. LUKE'S JEROME,JEROME,ID,25,JEROME,25
5978,IDAHO STATE HOSPITAL SOUTH,BLACKFOOT,ID,120,BINGHAM,120
6084,CLEARWATER VALLEY HOSPITAL AND CLINICS,OROFINO,ID,23,CLEARWATER,23
6085,IDAHO STATE HOSPITAL NORTH,OROFINO,ID,60,CLEARWATER,60
6086,GRITMAN MEDICAL CENTER,MOSCOW,ID,25,LATAH,25
6091,SHOSHONE MEDICAL CENTER,KELLOGG,ID,25,SHOSHONE,25
6093,BENEWAH COMMUNITY HOSPITAL,ST. MARIES,ID,19,BENEWAH,19
6105,SYRINGA HOSPITAL & CLINICS,GRANGEVILLE,ID,16,IDAHO,16
6106,BONNER GENERAL HOSPITAL,SANDPOINT,ID,25,BONNER,25
6110,ST. LUKE'S MCCALL,MCCALL,ID,15,VALLEY,15
6111,CASCADE MEDICAL CENTER,CASCADE,ID,10,VALLEY,10
6112,STEELE MEMORIAL MEDICAL CENTER,SALMON,ID,18,LEMHI,18
6410,ST. LUKE'S MERIDIAN MEDICAL CENTER,MERIDIAN,ID,0,ADA,0
6411,ST. LUKE'S REGIONAL MEDICAL CENTER,BOISE,ID,604,ADA,604
6495,LIFEWAYS HOSPITAL,BOISE,ID,16,ADA,16
32,PINCKNEYVILLE COMMUNITY HOSPITAL,PINCKNEYVILLE,IL,17,PERRY,17
262,RIVERSIDE MEDICAL CENTER,KANKAKEE,IL,325,KANKAKEE,325
280,NORTHSHORE UNIVERSITY HEALTHSYSTEM DBA HIGHLAND PARK HOSPITAL,HIGHLAND PARK,IL,0,LAKE,0
281,ADVOCATE CONDELL MEDICAL CENTER,LIBERTYVILLE,IL,279,LAKE,279
282,ADVOCATE GOOD SHEPHERD HOSPITAL,BARRINGTON,IL,169,LAKE,169
283,GALESBURG COTTAGE HOSPITAL,GALESBURG,IL,119,KNOX,119
284,ST MARY MEDICAL CENTER,GALESBURG,IL,90,KNOX,90
285,MIDWESTERN REGION MED CENTER,ZION,IL,73,LAKE,73
316,PASSAVANT AREA HOSPITAL,JACKSONVILLE,IL,108,MORGAN,108
337,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,HOOPESTON,IL,99,VERMILION,99
338,OSF HEALTHCARESYSTEM DBA SACRED HEART MEDICAL CENTER,DANVILLE,IL,127,VERMILION,127
354,MORRIS HOSPITAL & HEALTHCARE CENTERS,MORRIS,IL,89,GRUNDY,89
355,SWEDISH AMERICAN HOSPITAL,ROCKFORD,IL,325,WINNEBAGO,325
356,JAVON BEA HOSPITAL DBA MERCY HEALTH HOSPITAL ROCKTON AVE,ROCKFORD,IL,297,WINNEBAGO,297
360,SILVER CROSS HOSPITAL AND MEDICAL CENTERS,NEW LENOX,IL,289,WILL,289
361,ADVENTIST BOLINGBROOK HOSPITAL,BOLINGBROOK,IL,148,WILL,148
376,CROSSROADS COMMUNITY HOSPITAL,MOUNT VERNON,IL,41,JEFFERSON,41
377,COPLEY MEMORIAL HOSPITAL INC DBA RUSH COPLEY MEDICAL CENTER,AURORA,IL,210,KANE,210
378,DELNOR COMMUNITY HOSPITAL,GENEVA,IL,159,KANE,159
379,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE MERCY MEDICAL CENTER,AURORA,IL,293,KANE,293
389,KIRBY MEDICAL CENTER,MONTICELLO,IL,16,PIATT,16
390,SAINT FRANCIS MEDICAL CENTER,PEORIA,IL,631,PEORIA,631
391,BLESSING CARE CORPORATION ILLINI COMMUNITY HOSPITAL,PITTSFIELD,IL,21,PIKE,21
393,BLESSING HOSPITAL,QUINCY,IL,335,ADAMS,335
395,METHODIST MEDICAL CENTER OF ILLINOIS,PEORIA,IL,269,PEORIA,269
396,REHABILITATION INSTITUTE OF CHICAGO,CHICAGO,IL,182,COOK,182
397,RIVEREDGE HOSPITAL,FOREST  PARK,IL,224,COOK,224
398,NORTHSHORE UNIVERSITY HEALTH SYSTEM SKOKIE HOSPITAL,SKOKIE,IL,234,COOK,234
399,RUSH OAK PARK HOSPITAL,OAK PARK,IL,114,COOK,114
400,ADVENTIST MIDWEST HEALTH DBA ADVENTIST LA GRANGE MEMORIAL HOSPITAL,LA GRANGE,IL,187,COOK,187
401,GOTTLEB MEMORIAL HOSPITAL LOYOLA HEALTH SYSTEM AT GOTTLIEB,MELROSE PARK,IL,255,COOK,255
404,LORETTO HOSPITAL,CHICAGO,IL,176,COOK,176
405,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO,IL,577,COOK,577
407,THOREK MEMORIAL HOSPITAL,CHICAGO,IL,134,COOK,134
408,JOHN H STROGER JR HOSPITAL,CHICAGO,IL,460,COOK,460
409,MERCY HOSPITAL AND MEDICAL CENTER,CHICAGO,IL,421,COOK,421
410,LITTLE COMPANY OF MARY HOSPITAL,EVERGREEN PARK,IL,288,COOK,288
411,ADVOCATE NORTHSIDE HEALTH NETWORK DBA ILLINOIS MASONIC MEDICAL CENTER,CHICAGO,IL,330,COOK,330
412,METHODIST HOSPITAL OF CHICAGO,CHICAGO,IL,189,COOK,189
413,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,OAK LAWN,IL,684,COOK,684
414,LUTHERAN GENERAL HOSPITAL ADVOCATE,PARK RIDGE,IL,624,COOK,624
415,NORTHWEST COMMUNITY HOSPITAL,ARLINGTON HEIGHTS,IL,386,COOK,386
416,ALEXIAN BROTHERS MEDICAL CENTER,ELK GROVE VILLAGE,IL,370,COOK,370
417,NORTHWESTERN MEMORIAL HOSPITAL,CHICAGO,IL,885,COOK,885
418,ST ALEXIUS MEDICAL CENTER,HOFFMAN ESTATES,IL,305,COOK,305
419,PROVIDENT HOSPITAL OF COOK COUNTY,CHICAGO,IL,25,COOK,25
445,ST ANTHONYS MEMORIAL HOSPITAL,EFFINGHAM,IL,146,EFFINGHAM,146
449,GENESIS HEALTH SYSTEM DBA GENESIS MEDICAL CENTER - SILVIS,SILVIS,IL,101,ROCK ISLAND,101
450,TRINITY MEDICAL CENTER(WEST) DBA TRINITY ROCK ISLAND,ROCK ISLAND,IL,343,ROCK ISLAND,343
451,MEMORIAL MEDICAL CENTER,SPRINGFIELD,IL,473,SANGAMON,473
453,THE CARLE FOUNDATION HOSPITAL,URBANA,IL,322,CHAMPAIGN,322
463,MASON DISTRICT HOSPITAL,HAVANA,IL,20,MASON,20
470,ST JOSEPH MEDICAL CENTER,BLOOMINGTON,IL,149,MCLEAN,149
473,DECATUR MEMORIAL HOSPITAL,DECATUR,IL,188,MACON,188
474,NORTHWESTERN MEDICINE MCHENRY WOODSTOCK HUNTLEY HOSPITAL,MCHENRY,IL,173,MCHENRY,173
475,ADVOCATE HEALTH AND HOSPITALS CORPORATION DBA ADVOCATE BROMENN HEALTHCARE,NORMAL,IL,200,MCLEAN,200
486,ADVENTIST MIDWEST HEALTH DBA ADVENTIST HINSDALE HOSPITAL,HINSDALE,IL,277,DUPAGE,277
487,ELMHURST MEMORIAL HOSPITAL,ELMHURST,IL,315,DUPAGE,315
488,CENTRAL DUPAGE HOSPITAL,WINFIELD,IL,344,DUPAGE,344
489,ADVENTIST GLENOAKS,GLENDALE HEIGHTS,IL,141,DUPAGE,141
520,ST FRANCIS HOSPITAL,LITCHFIELD,IL,25,MONTGOMERY,25
521,OSF HOLY FAMILY MEDICAL CENTER,MONMOUTH,IL,23,WARREN,23
522,MORRISON COMMUNITY HOSPITAL,MORRISON,IL,36,WHITESIDE,36
523,SARAH D CULBERTSON MEMORIAL HOSPITAL,RUSHVILLE,IL,46,SCHUYLER,46
524,ABRAHAM LINCOLN MEMORIAL HOSPITAL,LINCOLN,IL,25,LOGAN,25
525,MASSAC MEMORIAL HOSPITAL,METROPOLIS,IL,25,MASSAC,25
526,PARIS COMMUNITY HOSPITAL,PARIS,IL,25,EDGAR,25
586,ST MARYS HOSPITAL,CENTRALIA,IL,113,MARION,113
621,SAINT CLARE'S HOSPITAL,ALTON,IL,0,MADISON,0
638,VALLEY WEST COMMUNITY HOSPITAL,SANDWICH,IL,24,DEKALB,24
705,EDWARD PLAINFIELD,PLAINFIELD,IL,0,WILL,0
780,GENESIS MEDICAL CENTER ALEDO,ALEDO,IL,22,MERCER,22
781,BLUE ISLAND HOSPITAL CO LLC DBA METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,180,COOK,180
782,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT MARY OF NAZARETH HOSPITAL CENTER,CHICAGO,IL,493,COOK,493
783,ADVOCATE TRINITY HOSPITAL,CHICAGO,IL,188,COOK,188
784,CHICAGO BEHAVIORAL HOSPITAL,DES PLAINES,IL,113,COOK,113
785,PRESANCE CHICAGO HOSPITALS NETWORK DBA PRESENCE HOLY FAMILY MEDICAL CENTER,DES PLAINES,IL,118,COOK,118
786,MERCY HARVARD HOSPITAL,HARVARD,IL,35,MCHENRY,35
1294,WEST SUBURBAN MEDICAL CENTER,OAK PARK,IL,172,COOK,172
1317,UHS HARTGROVE HOSPITAL,CHICAGO,IL,128,COOK,128
1318,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,CHICAGO,IL,240,COOK,240
1319,PALOS COMMUNITY HOSPITAL,PALOS HEIGHTS,IL,377,COOK,377
1320,ROSELAND COMMUNITY HOSPITAL,CHICAGO,IL,115,COOK,115
1329,RICHLAND MEMORIAL HOSPITAL,OLNEY,IL,90,RICHLAND,90
1335,ANDERSON HOSPITAL,MARYVILLE,IL,154,MADISON,154
1343,HILLSBORO AREA HOSPITAL,HILLSBORO,IL,25,MONTGOMERY,25
1344,ST JOSEPH MEMORIAL HOSPITAL,MURPHYSBORO,IL,25,JACKSON,25
1345,WABASH GENERAL HOSPITAL,MOUNT CARMEL,IL,25,WABASH,25
1373,ST BERNARD HOSPITAL,CHICAGO,IL,100,COOK,100
1431,NAPERVILLE PSYCHIATRIC VENTURES - DBA LINDEN OAKS HOSPITAL,NAPERVILLE,IL,0,DUPAGE,0
1434,NORTHSHORE UNIVERSITY HEALTHSYSTEM DBA EVANSTON HOSPITAL,EVANSTON,IL,690,COOK,690
1439,SPRINGFIELD HOSPITAL INC - DBA LINCOLN PRAIRIE BEHAVIORAL HEALTH CENTER,SPRINGFIELD,IL,88,SANGAMON,88
1662,ANNA HOSPITAL CORPORATION - DBA UNION COUNTY HOSPITAL,ANNA,IL,47,UNION,47
1663,GOTTLEB CO HEALTH SERVICES CORPORATION DBA MACNEAL HOSPITAL,BERWYN,IL,371,COOK,371
1664,COMMUNITY FIRST HEALTHCARE OF ILLINOIS DBA MEDICAL CENTER,CHICAGO,IL,279,COOK,279
1870,SWEDISH COVENANT HOSPITAL,CHICAGO,IL,279,COOK,279
2166,ST MARGARETS HOSPITAL,SPRING VALLEY,IL,69,BUREAU,69
2171,ST ANTHONY HOSPITAL,CHICAGO,IL,151,COOK,151
2172,FAIRFIELD MEMORIAL HOSPITAL,FAIRFIELD,IL,55,WAYNE,55
2233,RESURRECTION MEDICAL CENTER,CHICAGO,IL,402,COOK,402
2743,HOLY CROSS HOSPITAL,CHICAGO,IL,160,COOK,160
2823,ST MARYS HOSPITAL,STREATOR,IL,98,LA SALLE,98
2869,V COVINTON LLC DBA LAKE BEHAVIORAL HOSPITAL,WAUKEGAN,IL,67,LAKE,67
2871,OTTOWA REGIONAL HOSPITAL AND HEALTHCARE CENTER DBA OSF SAINT ELIZABETH MEDICAL CENTER,OTTAWA,IL,90,LA SALLE,90
2872,ILLINOIS VALLEY COMMUNITY HOSPITAL,PERU,IL,56,LA SALLE,56
2894,MEMORIAL HOSPITAL OF CARBONDALE,CARBONDALE,IL,159,JACKSON,159
2895,IROQUOIS MEMORIAL HOSPITAL,WATSEKA,IL,84,IROQUOIS,84
2913,MEMORIAL HOSPITAL ASSOCIATION,CARTHAGE,IL,18,HANCOCK,18
2914,ADVOCATE EUREKA HOSPITAL,EUREKA,IL,18,WOODFORD,18
2915,VAN MATRE ENCOMPAS HEALTH REHABILITATION HOSPITAL LLC DBA VAN MATRE,ROCKFORD,IL,50,WINNEBAGO,50
2917,HERRIN HOSPITAL,HERRIN,IL,114,WILLIAMSON,114
2922,MARION IL VA MEDICAL CENTER,MARION,IL,225,WILLIAMSON,225
2924,CGH MEDICAL CENTER,STERLING,IL,99,WHITESIDE,99
2940,MIDWEST MEDICAL CENTER,GALENA,IL,25,JO DAVIESS,25
2959,PINCKNEYVILLE COMMUNITY HOSPITAL,PINCKNEYVILLE,IL,25,PERRY,25
2961,ROCHELLE COMMUNITY HOSPITAL,ROCHELLE,IL,16,OGLE,16
2968,RUSH UNIVERSITY MEDICAL CENTER,CHICAGO,IL,669,COOK,669
2969,JACKSON PARK HOSPITAL,CHICAGO,IL,260,COOK,260
2971,SOUTH SHORE HOSPITAL XXX,CHICAGO,IL,137,COOK,137
2972,NORWEGIAN-AMERICAN HOSPITAL,CHICAGO,IL,155,COOK,155
2973,ADVOCATE SOUTH SUBURBAN HOSPITAL,HAZEL CREST,IL,240,COOK,240
2974,OAK FOREST HOSPITAL,OAK FOREST,IL,148,COOK,148
2975,KINDRED HOSPITAL - SYCAMORE,SYCAMORE,IL,69,DEKALB,69
2993,HARRISBURG MEDICAL CENTER,HARRISBURG,IL,73,SALINE,73
2994,THE PAVILION FOUNDATION,CHAMPAIGN,IL,46,CHAMPAIGN,46
2995,OSF HEALTHCARE SYSTEM HEART OF MARY MEDICAL CENTER,URBANA,IL,181,CHAMPAIGN,181
2999,HSHS HOLY FAMILY HOSPITAL INC,GREENVILLE,IL,150,BOND,150
3000,SWEDISHAMERICAN MEDICAL CENTER BELVIDERE,BELVIDERE,IL,0,BOONE,0
3001,HSHS GOOD SHEPARD HOSPITAL INC,SHELBYVILLE,IL,30,SHELBY,30
3403,MEMORIAL HOSPITAL EAST,SHILOH,IL,94,ST. CLAIR,94
3525,UNIVERSITY OF ILLINOIS HOSPITAL,CHICAGO,IL,483,COOK,483
3679,HAMILTON MEMORIAL HOSPITAL DISTRICT,MCLEANSBORO,IL,25,HAMILTON,25
3680,MARSHALL BROWNING HOSPITAL,DU QUOIN,IL,25,PERRY,25
3681,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,ELDORADO,IL,25,SALINE,25
3682,PERRY MEMORIAL HOSPITAL,PRINCETON,IL,25,BUREAU,25
3683,HOPEDALE MEDICAL COMPLEX,HOPEDALE,IL,25,TAZEWELL,25
3684,SPARTA COMMUNITY HOSPITAL,SPARTA,IL,25,RANDOLPH,25
3685,MC DONOUGH DISTRICT HOSPITAL,MACOMB,IL,95,MCDONOUGH,95
3688,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,WOODSTOCK,IL,135,MCHENRY,135
3691,EDWARD HOSPITAL,NAPERVILLE,IL,349,DUPAGE,349
3695,FRANKLIN HOSPITAL,BENTON,IL,25,FRANKLIN,25
3696,CLAY COUNTY HOSPITAL,FLORA,IL,18,CLAY,18
3697,LAWRENCE COUNTY MEMORIAL HOSPITAL,LAWRENCEVILLE,IL,25,LAWRENCE,25
3699,CARLINVILLE AREA HOSPITAL,CARLINVILLE,IL,25,MACOUPIN,25
3774,"VIBRA HOSPITAL OF SPRINGFIELD, LLC",SPRINGFIELD,IL,50,SANGAMON,50
3775,FAYETTE COUNTY HOSPITAL,VANDALIA,IL,110,FAYETTE,110
3785,WASHINGTON COUNTY HOSPITAL,NASHVILLE,IL,50,WASHINGTON,50
3882,SACRED HEART HOSPITAL,CHICAGO,IL,119,COOK,119
3883,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT ELIZABETH HOSPITAL,CHICAGO,IL,493,COOK,493
3884,PIPELINE WESS MEMORIAL HOSPITAL DBA LOUIS A WEISS MEMORIAL HOSPITAL,CHICAGO,IL,184,COOK,184
3885,GRANITE CITY ILLINOIS HOSPITAL COMPANY GATEWAY REGIONAL MEDICAL CENTER,GRANITE CITY,IL,337,MADISON,337
3886,ST JOSEPH'S HOSPITAL,HIGHLAND,IL,25,MADISON,25
3887,OSF SAINT LUKE MEDICAL CENTER,KEWANEE,IL,25,HENRY,25
3949,BHC STREAMWOOD HOSPITAL BEHAVIORAL HEALTH CENTER,STREAMWOOD,IL,177,COOK,177
3950,WAUKEGAN ILLINOIS HOSPITAL CO LLC DBA VISTA MEDICAL CENTER EAST,WAUKEGAN,IL,192,LAKE,192
4476,SAINT ANTHONY MEDICAL CENTER,ROCKFORD,IL,235,WINNEBAGO,235
4479,GIBSON COMMUNITY HOSPITAL,GIBSON CITY,IL,67,FORD,67
4480,GRAHAM HOSPITAL ASSOCIATION,CANTON,IL,93,FULTON,93
4484,SARAH BUSH LINCOLN HEALTH CENTER,MATTOON,IL,118,COLES,118
4490,ALEXIAN BROTHERS BEHAVIORAL HEALTH HOSPITAL,HOFFMAN ESTATES,IL,141,COOK,141
4491,"AURORA CHICAGO LAKESHORE HOSPITAL, LLC - DBA AURORA CHICAGO LAKESHORE HOSPITAL",CHICAGO,IL,115,COOK,115
4493,RML HEALTH PROVIDERS LTD PARTNERSHIP - DBA RML HINSDALE,HINSDALE,IL,87,COOK,87
4494,SCHWAB REHABILITATION CENTER,CHICAGO,IL,101,COOK,101
4495,KINDRED HOSPITAL - CENTRAL CHICAGO,CHICAGO,IL,54,COOK,54
4497,EDWARD HINES JR. VETERANS AFFAIRS HOSPITAL,HINES,IL,450,COOK,450
4498,FOSTER G MCGAW HOSPITAL LOYOLA UNIVERSITY MEDICAL CENTER,MAYWOOD,IL,485,COOK,485
4499,WARNER HOSPITAL AND HEALTH SERVICES,CLINTON,IL,25,DE WITT,25
4505,ST JOHNS HOSPITAL,SPRINGFIELD,IL,434,SANGAMON,434
4515,KATHERINE SHAW BETHEA HOSPITAL,DIXON,IL,80,LEE,80
4516,SAINT JAMES HOSPITAL,PONTIAC,IL,42,LIVINGSTON,42
4525,ST MARYS HOSPITAL,DECATUR,IL,244,MACON,244
4526,COMMUNITY MEMORIAL HOSPITAL,STAUNTON,IL,25,MACOUPIN,25
4527,ALTON MEMORIAL HOSPITAL,ALTON,IL,253,MADISON,253
4528,OSF SAINT ANTHONY'S HEALTH CENTER,ALTON,IL,199,MADISON,199
4544,MARIANJOY REHABILITATION CENTER,WHEATON,IL,128,DUPAGE,128
4565,TRINITY MEDICAL CENTER - 7TH STREET CAMPUS - DBA TRINITY MOLINE,MOLINE,IL,0,ROCK ISLAND,0
4651,ADVOCATE GOOD SAMARITAN HOSPITAL,DOWNERS GROVE,IL,326,DUPAGE,326
4652,ADVOCATE SHERMAN HOSPITAL,ELGIN,IL,255,KANE,255
4653,PRESENCE SAINT JOSEPH HOSPITAL,ELGIN,IL,184,KANE,184
4654,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT FRANCIS HOSPITAL,EVANSTON,IL,244,COOK,244
4655,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE ST JOSEPH MEDICAL CENTER,JOLIET,IL,480,WILL,480
4656,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRECENCE ST MARYS HOSPITAL,KANKAKEE,IL,143,KANKAKEE,143
4657,JOHN & MARY KIRBY HOSPITAL,MONTICELLO,IL,0,PIATT,0
5376,TOUCHETTE REGIONAL HOSPITAL INC,CENTREVILLE,IL,119,ST. CLAIR,119
5422,PANA COMMUNITY HOSPITAL,PANA,IL,22,CHRISTIAN,22
5463,MT SINAI HOSPITAL MEDICAL CENTER,CHICAGO,IL,290,COOK,290
5716,GOOD SAMARITAN REGIONAL HEALTH CENTER MT VERNON,MT. VERNON,IL,134,JEFFERSON,134
5717,ST. JOSEPH'S HOSPITAL,HIGHLAND,IL,25,MADISON,25
5719,MENDOTA COMMUNITY HOSPITAL,MENDOTA,IL,25,LA SALLE,25
5724,NORTHSHORE HEALTHSYSTEM DBA GLENBROOK HOSPITAL,GLENVIEW,IL,0,COOK,0
5726,ANN & ROBERT H LURIE CHILDREN'S HOSPITAL OF CHICAGO,CHICAGO,IL,288,COOK,288
5730,CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,NORTH CHICAGO,IL,100,LAKE,100
5731,"GARFIELD PARK HOSPITAL, LLC",CHICAGO,IL,88,COOK,88
5733,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE RESURRECTION MEDICAL CENTER,CHICAGO,IL,337,COOK,337
5737,ST JOSEPHS HOSPITAL,BREESE,IL,70,CLINTON,70
6178,VETERANS AFFAIRS ILLIANA HEALTH CARE SYSTEM,DANVILLE,IL,221,VERMILION,221
6191,THOMAS H BOYD MEMORIAL HOSPITAL,CARROLLTON,IL,286,GREENE,286
6192,MARION HOSPITAL CORPORATION HEARTLAND REGIONAL MEDICAL CENTER,MARION,IL,92,WILLIAMSON,92
6201,JERSEY COMMUNITY HOSPITAL,JERSEYVILLE,IL,49,JERSEY,49
6216,GREATER PEORIA SPECIALTY HOSPITAL LLC - DBA KINDRED HOSPITAL PEORIA,PEORIA,IL,50,PEORIA,50
6217,PROCTOR COMMUNITY HOSPITAL,PEORIA,IL,172,PEORIA,172
6219,RML HEALTH PROVIDERS LIMITED PARTNERSHIP - DBA RML CHICAGO,CHICAGO,IL,68,COOK,68
6220,SHRINERS HOSPITAL FOR CHILDREN - CHICAGO,CHICAGO,IL,36,COOK,36
6221,KINDRED HOSPITAL - CHICAGO,NORTHLAKE,IL,94,COOK,94
6222,LARABIDA CHILDREN'S HOSPITAL,CHICAGO,IL,49,COOK,49
6223,FRANCISCAN ALLIANCE INC FRANCISCAN HEALTH-OLYMPIA FALLS,OLYMPIA FIELDS,IL,398,COOK,398
6224,INGALLS MEMORIAL HOSPITAL,HARVEY,IL,344,COOK,344
6225,PIPELINE WESTLAKE HOSPITAL LLC DBA WESTLAKE COMMUNITY HOSPITAL,MELROSE PARK,IL,181,COOK,181
6226,KISHWAUKEE COMMUNITY HOSPITAL,DEKALB,IL,98,DEKALB,98
6236,MEMORIAL HOSPITAL,BELLEVILLE,IL,345,ST. CLAIR,345
6237,FHN MEMORIAL HOSPITAL,FREEPORT,IL,100,STEPHENSON,100
6239,PEKIN MEMORIAL HOSPITAL,PEKIN,IL,125,TAZEWELL,125
6252,HAMMOND HENRY HOSPITAL,GENESEO,IL,61,HENRY,61
